ID,Predicted Entities
22030,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22031,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O']"
22032,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22033,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22034,"['ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O']"
22035,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22036,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22037,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22038,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22039,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22040,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22041,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
22042,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22043,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22044,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22045,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22046,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22047,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22048,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22049,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN']"
22050,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN']"
22051,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22052,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22053,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22054,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
22055,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O']"
22056,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
22057,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22058,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22059,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O']"
22060,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O']"
22061,"['O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O']"
22062,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22063,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22064,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
22065,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22066,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22067,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22068,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
22069,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22070,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22071,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22072,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22073,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22074,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION', 'O']"
22075,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22076,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22077,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O']"
22078,"['O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O']"
22079,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22080,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22081,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22082,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22083,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22084,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O']"
22085,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22086,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22087,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22088,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
22089,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22090,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O']"
22091,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22092,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22093,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22094,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22095,"['PROPER_NOUN', 'O', 'O', 'O', 'O']"
22096,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
22097,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22098,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22099,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22100,"['PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22101,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22102,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22103,"['O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22104,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22105,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22106,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22107,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22108,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22109,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22110,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22111,"['PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22112,"['PROPER_NOUN', 'O', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'ABBREVIATION']"
22113,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22114,"['PROPER_NOUN', 'O', 'O', 'O']"
22115,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'ABBREVIATION']"
22116,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
22117,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22118,"['PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
22119,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN']"
22120,"['PROPER_NOUN', 'PROPER_NOUN']"
22121,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22122,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22123,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O']"
22124,"['PROPER_NOUN', 'O']"
22125,[]
22126,"['PROPER_NOUN', 'O']"
22127,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22128,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O']"
22129,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22130,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O']"
22131,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22132,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22133,"['PROPER_NOUN', 'O', 'O', 'O']"
22134,"['PROPER_NOUN', 'O']"
22135,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22136,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22137,['PROPER_NOUN']
22138,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22139,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN']"
22140,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22141,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22142,[]
22143,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O']"
22144,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22145,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22146,"['O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN']"
22147,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O']"
22148,"['PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22149,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22150,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O']"
22151,"['PROPER_NOUN', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ABBREVIATION', 'ABBREVIATION']"
22152,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O']"
22153,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'PROPER_NOUN', 'PROPER_NOUN', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'ABBREVIATION', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22154,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22155,"['PROPER_NOUN', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'O', 'O', 'O', 'O', 'PROPER_NOUN', 'O', 'PROPER_NOUN', 'O', 'O']"
